ORF_ID_transcript,ORF_ID_gene
ENST00000528780.5_194_568,ENSG00000185885.15_194_568
ENST00000329962.10_37_3117,ENSG00000182272.11_37_3117
ENST00000331563.6_77_2467,ENSG00000184363.9_77_2467
ENST00000308020.5_177_1637,ENSG00000174915.11_177_1637
ENST00000528617.5_130_477,ENSG00000174915.11_130_477
ENST00000270115.7_726_2126,ENSG00000161328.10_726_2126
ENST00000414138.6_765_1076,ENSG00000099849.14_765_1076
ENST00000397583.7_434_1552,ENSG00000099849.14_434_1552
ENST00000416188.2_94_5037,ENSG00000070047.11_94_5037
ENST00000318562.12_333_2399,ENSG00000177106.14_333_2399
ENST00000614442.4_326_2440,ENSG00000177106.14_326_2440
ENST00000319006.7_154_1164,ENSG00000177156.10_154_1164
ENST00000321153.8_395_739,ENSG00000177600.8_395_739
ENST00000336615.8_203_1714,ENSG00000177666.16_203_1714
ENST00000525077.1_102_1298,ENSG00000177685.16_102_1298
ENST00000397420.7_250_1008,ENSG00000177697.17_250_1008
ENST00000346501.8_158_733,ENSG00000214063.10_158_733
ENST00000332231.9_241_3033,ENSG00000183020.13_241_3033
ENST00000308219.13_387_2390,ENSG00000174672.15_387_2390
ENST00000526678.5_1_2088,ENSG00000174672.15_1_2088
ENST00000382179.5_254_2551,ENSG00000174672.15_254_2551
ENST00000493924.5_222_836,ENSG00000064201.15_222_836
ENST00000263645.9_257_964,ENSG00000110651.11_257_964
ENST00000333256.10_444_1430,ENSG00000184281.14_444_1430
ENST00000347936.6_267_1490,ENSG00000110628.13_267_1490
ENST00000528216.5_84_899,ENSG00000148985.19_84_899
ENST00000396986.6_257_958,ENSG00000148985.19_257_958
ENST00000464906.6_336_1034,ENSG00000148985.19_336_1034
ENST00000300737.8_570_2624,ENSG00000167323.11_570_2624
ENST00000616714.4_569_2941,ENSG00000167323.11_569_2941
ENST00000300738.9_205_2580,ENSG00000167325.14_205_2580
ENST00000396952.5_654_1604,ENSG00000180785.8_654_1604
ENST00000380107.5_121_1506,ENSG00000121236.20_121_1506
ENST00000354852.5_258_2699,ENSG00000258588.3_258_2699
ENST00000495668.1_28_285,ENSG00000258659.6_28_285
ENST00000379965.7_278_1771,ENSG00000132274.15_278_1771
ENST00000379936.2_116_1840,ENSG00000132259.12_116_1840
ENST00000334619.6_194_1534,ENSG00000110148.9_194_1534
ENST00000534405.5_127_1332,ENSG00000166311.9_127_1332
ENST00000534405.5_1316_2059,ENSG00000166311.9_1316_2059
ENST00000254616.10_71_379,ENSG00000132286.11_71_379
ENST00000299421.8_185_1540,ENSG00000166333.13_185_1540
ENST00000299492.8_434_3016,ENSG00000166387.11_434_3016
ENST00000533626.5_1092_1697,ENSG00000175390.13_1092_1697
ENST00000534099.5_60_1595,ENSG00000166402.8_60_1595
ENST00000379719.7_143_3256,ENSG00000205339.9_143_3256
ENST00000396602.6_156_2033,ENSG00000166478.9_156_2033
ENST00000530463.5_145_2019,ENSG00000166478.9_145_2019
ENST00000450114.6_254_2191,ENSG00000166483.10_254_2191
ENST00000318950.10_104_1858,ENSG00000133789.14_104_1858
ENST00000524817.5_46_1515,ENSG00000133789.14_46_1515
ENST00000278175.9_596_1126,ENSG00000148926.9_596_1126
ENST00000396554.7_369_2669,ENSG00000133805.15_369_2669
ENST00000361367.6_427_3945,ENSG00000198730.7_427_3945
ENST00000527733.5_212_4276,ENSG00000170242.17_212_4276
ENST00000379612.4_78_3005,ENSG00000133816.13_78_3005
ENST00000334956.12_464_1579,ENSG00000197702.11_464_1579
ENST00000527636.5_506_1729,ENSG00000187079.16_506_1729
ENST00000334310.10_168_1229,ENSG00000187079.16_168_1229
ENST00000529419.2_1_1521,ENSG00000189431.7_1_1521
ENST00000389707.8_536_2263,ENSG00000133794.17_536_2263
ENST00000354817.7_145_1689,ENSG00000197601.12_145_1689
ENST00000576479.3_217_2637,ENSG00000262655.3_217_2637
ENST00000282096.8_384_3689,ENSG00000152270.8_384_3689
ENST00000228136.8_379_927,ENSG00000110696.9_379_927
ENST00000529010.5_220_1479,ENSG00000070081.15_220_1479
ENST00000338965.8_245_1606,ENSG00000188211.8_245_1606
ENST00000453096.6_669_2312,ENSG00000110768.11_669_2312
ENST00000524753.4_188_700,ENSG00000110768.11_188_700
ENST00000280734.2_97_816,ENSG00000151117.8_97_816
ENST00000446113.6_122_1987,ENSG00000177054.13_122_1987
ENST00000349880.8_358_7617,ENSG00000166833.19_358_7617
ENST00000396087.7_127_7563,ENSG00000166833.19_127_7563
ENST00000419348.6_70_897,ENSG00000109854.13_70_897
ENST00000331079.10_218_1810,ENSG00000185238.12_218_1810
ENST00000357134.9_153_2582,ENSG00000165973.18_153_2582
ENST00000532434.5_64_2352,ENSG00000165973.18_64_2352
ENST00000324559.8_396_3056,ENSG00000171714.10_396_3056
ENST00000263160.3_438_2183,ENSG00000091664.7_438_2183
ENST00000454584.6_411_1244,ENSG00000148935.10_411_1244
ENST00000336930.10_67_1104,ENSG00000187398.11_67_1104
ENST00000282032.3_216_995,ENSG00000152219.4_216_995
ENST00000529086.5_103_117,ENSG00000170946.14_103_117
ENST00000529086.5_215_370,ENSG00000170946.14_215_370
ENST00000465995.5_215_553,ENSG00000170946.14_215_553
ENST00000640961.1_86_1357,ENSG00000109911.18_86_1357
ENST00000379163.10_27_1454,ENSG00000109911.18_27_1454
ENST00000638347.1_24_1208,ENSG00000109911.18_24_1208
ENST00000350638.10_24_1298,ENSG00000109911.18_24_1298
ENST00000640342.1_16_1203,ENSG00000109911.18_16_1203
ENST00000640231.1_14_1438,ENSG00000109911.18_14_1438
ENST00000054950.3_294_1286,ENSG00000049449.8_294_1286
ENST00000531120.5_64_1185,ENSG00000149100.12_64_1185
ENST00000257836.3_254_931,ENSG00000135378.3_254_931
ENST00000399302.6_336_5540,ENSG00000060749.14_336_5540
ENST00000311388.7_377_1882,ENSG00000121690.10_377_1882
ENST00000334274.8_401_1927,ENSG00000176148.15_401_1927
ENST00000303296.8_306_3950,ENSG00000110422.11_306_3950
ENST00000379016.7_306_3887,ENSG00000110422.11_306_3887
ENST00000321505.8_415_5727,ENSG00000110427.14_415_5727
ENST00000341394.8_349_2316,ENSG00000135387.20_349_2316
ENST00000257829.7_207_3281,ENSG00000135372.8_207_3281
ENST00000257831.7_122_1021,ENSG00000135373.12_122_1021
ENST00000227868.8_85_1587,ENSG00000110435.11_85_1587
ENST00000531118.5_33_599,ENSG00000026508.17_33_599
ENST00000299413.6_308_1339,ENSG00000166326.6_308_1339
ENST00000315571.5_127_1056,ENSG00000179241.12_127_1056
ENST00000446510.6_641_955,ENSG00000166352.15_641_955
ENST00000531273.5_140_1711,ENSG00000166181.12_140_1711
ENST00000534600.5_33_1562,ENSG00000166181.12_33_1562
ENST00000299240.10_24_2891,ENSG00000052841.14_24_2891
ENST00000039989.8_15_3437,ENSG00000052841.14_15_3437
ENST00000530469.1_24_362,ENSG00000052841.14_24_362
ENST00000278353.9_271_1206,ENSG00000149084.12_271_1206
ENST00000302708.8_412_1269,ENSG00000166199.12_412_1269
ENST00000263776.8_639_1937,ENSG00000110455.13_639_1937
ENST00000533608.5_335_2488,ENSG00000151348.13_335_2488
ENST00000528159.1_60_437,ENSG00000151348.13_60_437
ENST00000227155.8_249_1049,ENSG00000085117.11_249_1049
ENST00000520358.6_416_1159,ENSG00000157570.11_416_1159
ENST00000622142.5_246_3776,ENSG00000019485.13_246_3776
ENST00000616623.4_86_1864,ENSG00000121671.11_86_1864
ENST00000241014.6_171_2303,ENSG00000121653.11_171_2303
ENST00000529052.5_136_2205,ENSG00000165905.17_136_2205
ENST00000531526.5_112_2274,ENSG00000165905.17_112_2274
ENST00000621158.4_452_2008,ENSG00000157613.10_452_2008
ENST00000343674.10_783_3206,ENSG00000149091.15_783_3206
ENST00000405308.6_430_858,ENSG00000110492.15_430_858
ENST00000529655.5_415_1854,ENSG00000175224.16_415_1854
ENST00000311764.2_231_2390,ENSG00000175213.2_231_2390
ENST00000311907.9_57_1922,ENSG00000180210.14_57_1922
ENST00000528488.5_110_415,ENSG00000149179.13_110_415
ENST00000528488.5_646_1347,ENSG00000149179.13_646_1347
ENST00000378618.6_53_1030,ENSG00000149179.13_53_1030
ENST00000378615.7_29_1039,ENSG00000149179.13_29_1039
ENST00000256996.8_196_1476,ENSG00000134574.11_196_1476
ENST00000615695.1_80_604,ENSG00000134574.11_80_604
ENST00000612309.4_43_207,ENSG00000134574.11_43_207
ENST00000441012.6_692_1546,ENSG00000025434.18_692_1546
ENST00000342922.8_358_5121,ENSG00000110514.19_358_5121
ENST00000311027.9_166_5106,ENSG00000110514.19_166_5106
ENST00000349238.7_166_4989,ENSG00000110514.19_166_4989
ENST00000634938.1_17_595,ENSG00000110514.19_17_595
ENST00000362021.8_43_1155,ENSG00000165915.13_43_1155
ENST00000326674.9_23_625,ENSG00000110536.13_23_625
ENST00000263774.8_83_874,ENSG00000213619.9_83_874
ENST00000613246.4_356_4369,ENSG00000149177.12_356_4369
ENST00000335099.7_375_1577,ENSG00000186907.7_375_1577
ENST00000533205.5_67_621,ENSG00000186907.7_67_621
ENST00000395120.2_58_579,ENSG00000186907.7_58_579
ENST00000278407.8_228_1727,ENSG00000149131.15_228_1727
ENST00000529430.1_88_1362,ENSG00000172409.5_88_1362
ENST00000287169.7_1552_3507,ENSG00000156599.10_1552_3507
ENST00000528395.1_15_323,ENSG00000254462.1_15_323
ENST00000529403.1_6_350,ENSG00000213593.9_6_350
ENST00000529403.1_365_970,ENSG00000213593.9_365_970
ENST00000534355.5_244_372,ENSG00000211450.9_244_372
ENST00000361332.8_537_3422,ENSG00000198561.13_537_3422
ENST00000316059.6_172_1881,ENSG00000186660.14_172_1881
ENST00000317391.8_464_1246,ENSG00000166840.13_464_1246
ENST00000411426.1_122_2233,ENSG00000189057.10_122_2233
ENST00000420244.5_541_2247,ENSG00000166801.15_541_2247
ENST00000227451.3_291_1961,ENSG00000110042.7_291_1961
ENST00000337979.8_548_1414,ENSG00000166900.15_548_1414
ENST00000529177.5_155_985,ENSG00000166900.15_155_985
ENST00000227520.9_55_1134,ENSG00000110104.11_55_1134
ENST00000227525.7_404_1132,ENSG00000110108.9_404_1132
ENST00000453848.6_159_3227,ENSG00000006118.14_159_3227
ENST00000534983.5_89_1615,ENSG00000006118.14_89_1615
ENST00000313421.11_1162_2190,ENSG00000013725.14_1162_2190
ENST00000394900.7_230_1954,ENSG00000149476.15_230_1954
ENST00000529479.5_208_1599,ENSG00000149476.15_208_1599
ENST00000534084.1_73_657,ENSG00000149476.15_73_657
ENST00000278826.10_560_1045,ENSG00000149483.11_560_1045
ENST00000515837.6_967_1380,ENSG00000187049.9_967_1380
ENST00000542794.5_106_300,ENSG00000167985.6_106_300
ENST00000301761.6_75_572,ENSG00000167985.6_75_572
ENST00000540717.1_471_3185,ENSG00000134780.9_471_3185
ENST00000265460.9_36_3368,ENSG00000124920.13_36_3368
ENST00000305885.2_522_1553,ENSG00000168496.3_522_1553
ENST00000278840.8_631_1962,ENSG00000134824.13_631_1962
ENST00000278849.4_178_2919,ENSG00000149503.12_178_2919
ENST00000415229.6_216_1139,ENSG00000162174.12_216_1139
ENST00000278282.2_62_334,ENSG00000149021.6_62_334
ENST00000294161.10_253_897,ENSG00000162222.13_253_897
ENST00000316461.8_311_823,ENSG00000162222.13_311_823
ENST00000301788.11_106_621,ENSG00000168002.11_106_621
ENST00000294168.7_259_2067,ENSG00000162227.7_259_2067
ENST00000533861.5_99_449,ENSG00000185475.10_99_449
ENST00000333449.8_87_662,ENSG00000185475.10_87_662
ENST00000377890.6_169_2058,ENSG00000168003.16_169_2058
ENST00000377891.6_160_2052,ENSG00000168003.16_160_2052
ENST00000255684.9_376_1290,ENSG00000133317.14_376_1290
ENST00000354445.2_1_492,ENSG00000133321.10_1_492
ENST00000537981.5_138_845,ENSG00000133318.13_138_845
ENST00000294244.8_300_1442,ENSG00000168005.8_300_1442
ENST00000402010.6_679_2943,ENSG00000072518.20_679_2943
ENST00000350490.11_514_2541,ENSG00000072518.20_514_2541
ENST00000338447.10_139_507,ENSG00000110583.12_139_507
ENST00000534965.5_169_759,ENSG00000110583.12_169_759
ENST00000538426.5_45_857,ENSG00000167770.11_45_857
ENST00000305218.8_148_1776,ENSG00000168439.16_148_1776
ENST00000426086.2_15_578,ENSG00000173511.9_15_578
ENST00000309366.8_134_559,ENSG00000173486.12_134_559
ENST00000325234.5_184_3576,ENSG00000149782.11_184_3576
ENST00000411458.5_203_1453,ENSG00000173264.14_203_1453
ENST00000438980.6_108_1295,ENSG00000173264.14_108_1295
ENST00000406310.5_178_1443,ENSG00000173153.13_178_1443
ENST00000265462.8_129_770,ENSG00000126432.13_129_770
ENST00000356786.9_672_4472,ENSG00000168071.21_672_4472
ENST00000494566.5_74_1936,ENSG00000168071.21_74_1936
ENST00000528057.5_89_2383,ENSG00000162302.12_89_2383
ENST00000377581.7_45_1487,ENSG00000168065.15_45_1487
ENST00000460745.1_44_787,ENSG00000168065.15_44_787
ENST00000164133.6_881_2113,ENSG00000068971.13_881_2113
ENST00000246747.8_156_647,ENSG00000213465.7_156_647
ENST00000524585.1_98_619,ENSG00000213465.7_98_619
ENST00000398846.5_429_1463,ENSG00000168061.14_429_1463
ENST00000294258.7_153_1082,ENSG00000162300.11_153_1082
ENST00000279281.7_198_2438,ENSG00000149823.8_198_2438
ENST00000279263.11_250_1416,ENSG00000149809.14_250_1416
ENST00000533766.5_757_1251,ENSG00000149809.14_757_1251
ENST00000528802.1_111_623,ENSG00000149809.14_111_623
ENST00000526319.5_41_526,ENSG00000149792.8_41_526
ENST00000533943.1_5_379,ENSG00000149792.8_5_379
ENST00000533129.5_76_2217,ENSG00000014216.15_76_2217
ENST00000265465.7_532_2325,ENSG00000014138.8_532_2325
ENST00000528416.5_134_1306,ENSG00000133884.9_134_1306
ENST00000317568.9_164_1555,ENSG00000126391.13_164_1555
ENST00000420247.6_70_2442,ENSG00000142186.16_70_2442
ENST00000309328.7_63_659,ENSG00000173465.7_63_659
ENST00000526433.1_181_435,ENSG00000173465.7_181_435
ENST00000309295.8_266_4834,ENSG00000173442.12_266_4834
ENST00000355703.3_540_6641,ENSG00000197136.4_540_6641
ENST00000534313.5_1225_3303,ENSG00000213445.9_1225_3303
ENST00000377046.7_273_1811,ENSG00000172977.12_273_1811
ENST00000352980.8_251_1633,ENSG00000172977.12_251_1633
ENST00000335987.7_353_1153,ENSG00000172818.9_353_1153
ENST00000308342.6_426_1634,ENSG00000172803.17_426_1634
ENST00000308110.8_350_2002,ENSG00000172732.11_350_2002
ENST00000312515.6_246_860,ENSG00000175550.7_246_860
ENST00000312397.9_93_2492,ENSG00000175467.14_93_2492
ENST00000527348.1_317_541,ENSG00000175334.7_317_541
ENST00000322535.10_50_2734,ENSG00000087365.15_50_2734
ENST00000320580.8_433_2922,ENSG00000175115.11_433_2922
ENST00000417856.5_253_2109,ENSG00000174996.11_253_2109
ENST00000311481.10_148_750,ENSG00000174903.15_148_750
ENST00000311445.6_289_738,ENSG00000174871.10_289_738
ENST00000327259.4_145_1548,ENSG00000179292.4_145_1548
ENST00000349459.10_285_1619,ENSG00000174516.14_285_1619
ENST00000320740.11_161_1567,ENSG00000174516.14_161_1567
ENST00000531863.5_462_2672,ENSG00000254986.7_462_2672
ENST00000318312.11_52_1830,ENSG00000174483.19_52_1830
ENST00000310190.8_111_875,ENSG00000173992.8_111_875
ENST00000310137.4_140_2146,ENSG00000239306.4_140_2146
ENST00000511114.1_92_445,ENSG00000248643.5_92_445
ENST00000421355.1_91_531,ENSG00000248643.5_91_531
ENST00000421355.1_440_1531,ENSG00000248643.5_440_1531
ENST00000483858.5_68_598,ENSG00000173933.19_68_598
ENST00000398692.8_68_496,ENSG00000173933.19_68_496
ENST00000525908.5_155_2038,ENSG00000173715.15_155_2038
ENST00000524849.5_314_988,ENSG00000173653.7_314_988
ENST00000308831.6_248_715,ENSG00000173156.6_248_715
ENST00000529006.6_498_3932,ENSG00000173120.14_498_3932
ENST00000527157.1_209_394,ENSG00000173120.14_209_394
ENST00000308595.9_417_2357,ENSG00000173020.10_417_2357
ENST00000447274.6_915_2729,ENSG00000172932.14_915_2729
ENST00000308127.8_179_2155,ENSG00000172830.12_179_2155
ENST00000312629.9_46_1491,ENSG00000175634.14_46_1491
ENST00000279146.7_119_1108,ENSG00000110711.9_119_1108
ENST00000398606.7_250_879,ENSG00000084207.15_250_879
ENST00000322776.10_154_1545,ENSG00000167792.11_154_1545
ENST00000313468.9_129_737,ENSG00000110717.12_129_737
ENST00000265686.7_118_2598,ENSG00000110719.9_118_2598
ENST00000294304.11_107_4951,ENSG00000162337.11_107_4951
ENST00000393800.6_255_2873,ENSG00000110075.14_255_2873
ENST00000524845.5_237_2768,ENSG00000110075.14_237_2768
ENST00000265643.3_259_627,ENSG00000069482.6_259_627
ENST00000255078.7_112_3090,ENSG00000132740.8_112_3090
ENST00000294309.7_102_2357,ENSG00000162341.16_102_2357
ENST00000227507.2_228_1112,ENSG00000110092.3_228_1112
ENST00000355303.9_306_3263,ENSG00000131620.17_306_3263
ENST00000301838.4_298_921,ENSG00000168040.4_298_921
ENST00000532504.5_158_1891,ENSG00000131626.16_158_1891
ENST00000532504.5_1735_3759,ENSG00000131626.16_1735_3759
ENST00000526262.5_1283_3121,ENSG00000131626.16_1283_3121
ENST00000346329.7_309_1847,ENSG00000085733.15_309_1847
ENST00000301843.12_207_1856,ENSG00000085733.15_207_1856
ENST00000319023.6_189_2306,ENSG00000172890.11_189_2306
ENST00000528509.5_81_962,ENSG00000172890.11_81_962
ENST00000361756.7_362_1342,ENSG00000137522.17_362_1342
ENST00000312293.9_223_981,ENSG00000110195.12_223_981
ENST00000298229.6_205_3978,ENSG00000165458.13_205_3978
ENST00000321297.9_139_1995,ENSG00000168010.10_139_1995
ENST00000435507.6_32_394,ENSG00000168010.10_32_394
ENST00000393597.6_335_1465,ENSG00000175591.11_335_1465
ENST00000263674.3_1434_6539,ENSG00000110237.3_1434_6539
ENST00000227214.10_230_796,ENSG00000021300.13_230_796
ENST00000310614.11_657_1292,ENSG00000175581.13_657_1292
ENST00000543374.1_229_342,ENSG00000175581.13_229_342
ENST00000310571.7_54_1229,ENSG00000175575.12_54_1229
ENST00000328257.12_324_1481,ENSG00000214517.9_324_1481
ENST00000263681.6_130_1527,ENSG00000077514.8_130_1527
ENST00000299563.4_14_2137,ENSG00000166439.5_14_2137
ENST00000294064.8_928_2310,ENSG00000162139.9_928_2310
ENST00000289575.9_1296_2522,ENSG00000137491.14_1296_2522
ENST00000531188.5_63_791,ENSG00000149273.14_63_791
ENST00000358171.7_269_1522,ENSG00000149257.13_269_1522
ENST00000228027.11_261_1424,ENSG00000062282.14_261_1424
ENST00000356136.7_242_2338,ENSG00000198382.8_242_2338
ENST00000525919.5_80_250,ENSG00000158636.16_80_250
ENST00000525919.5_346_4008,ENSG00000158636.16_346_4008
ENST00000612930.1_130_1188,ENSG00000182704.7_130_1188
ENST00000532485.5_231_905,ENSG00000078124.11_231_905
ENST00000458637.6_300_6791,ENSG00000137474.19_300_6791
ENST00000458169.2_157_4071,ENSG00000137474.19_157_4071
ENST00000313578.3_419_1171,ENSG00000178301.3_419_1171
ENST00000526415.5_174_539,ENSG00000087884.14_174_539
ENST00000525409.5_112_381,ENSG00000087884.14_112_381
ENST00000529308.5_262_3315,ENSG00000118369.12_262_3315
ENST00000501011.6_325_429,ENSG00000246067.7_325_429
ENST00000526795.1_344_472,ENSG00000246067.7_344_472
ENST00000298281.8_453_5117,ENSG00000165494.11_453_5117
ENST00000260047.10_796_2346,ENSG00000137494.13_796_2346
ENST00000531895.5_274_1779,ENSG00000137494.13_274_1779
ENST00000531477.5_16_144,ENSG00000171204.12_16_144
ENST00000304511.6_110_694,ENSG00000171202.6_110_694
ENST00000263360.10_687_2009,ENSG00000074266.19_687_2009
ENST00000327320.8_91_1290,ENSG00000074266.19_91_1290
ENST00000280258.5_426_1574,ENSG00000150687.11_426_1574
ENST00000305494.5_40_1413,ENSG00000166575.16_40_1413
ENST00000534061.5_264_2450,ENSG00000077616.10_264_2450
ENST00000524501.1_1868_2455,ENSG00000077616.10_1868_2455
ENST00000321955.8_81_2168,ENSG00000077616.10_81_2168
ENST00000409404.6_30_13688,ENSG00000165323.15_30_13688
ENST00000525166.5_23_13339,ENSG00000165323.15_23_13339
ENST00000531448.5_303_1727,ENSG00000165325.13_303_1727
ENST00000325212.10_163_7965,ENSG00000166004.14_163_7965
ENST00000617482.4_233_1000,ENSG00000182919.14_233_1000
ENST00000331239.8_180_1124,ENSG00000182919.14_180_1124
ENST00000251871.8_288_2240,ENSG00000042429.11_288_2240
ENST00000227638.7_386_1663,ENSG00000110218.8_386_1663
ENST00000544612.5_705_1214,ENSG00000168876.8_705_1214
ENST00000544253.1_326_493,ENSG00000168876.8_326_493
ENST00000358752.3_295_1884,ENSG00000196371.3_295_1884
ENST00000433060.2_142_3009,ENSG00000166025.17_142_3009
ENST00000587424.2_67_876,ENSG00000263465.4_67_876
ENST00000278505.4_119_1618,ENSG00000149218.4_119_1618
ENST00000540830.5_594_1646,ENSG00000166037.10_594_1646
ENST00000332349.4_248_1819,ENSG00000183340.6_248_1819
ENST00000524871.5_333_3590,ENSG00000149972.10_333_3590
ENST00000298815.12_4_2625,ENSG00000165895.17_4_2625
ENST00000263468.12_403_3621,ENSG00000110318.13_403_3621
ENST00000434758.6_29_829,ENSG00000137691.12_29_829
ENST00000526781.5_17_739,ENSG00000137691.12_17_739
ENST00000537274.5_389_1864,ENSG00000137693.13_389_1864
ENST00000227758.6_1463_3253,ENSG00000110330.8_1463_3253
ENST00000375735.6_214_13065,ENSG00000187240.13_214_13065
ENST00000282499.9_447_3152,ENSG00000152578.12_447_3152
ENST00000393127.6_447_3098,ENSG00000152578.12_447_3098
ENST00000278618.8_223_1149,ENSG00000149313.10_223_1149
ENST00000320578.2_67_717,ENSG00000179331.2_67_717
ENST00000393094.6_309_413,ENSG00000166266.13_309_413
ENST00000393094.6_680_2956,ENSG00000166266.13_680_2956
ENST00000265838.8_92_1372,ENSG00000075239.13_92_1372
ENST00000278616.8_386_9553,ENSG00000149311.18_386_9553
ENST00000322536.7_130_2754,ENSG00000178105.9_130_2754
ENST00000534774.1_73_495,ENSG00000178105.9_73_495
ENST00000278590.7_145_2700,ENSG00000149289.10_145_2700
ENST00000304987.3_180_2951,ENSG00000170145.4_180_2951
ENST00000260276.7_338_787,ENSG00000137720.7_338_787
ENST00000440460.6_298_2346,ENSG00000150764.13_298_2346
ENST00000280346.10_660_2600,ENSG00000150768.15_660_2600
ENST00000393047.7_610_1488,ENSG00000150776.17_610_1488
ENST00000361053.8_183_1598,ENSG00000197580.11_183_1598
ENST00000280362.7_80_514,ENSG00000150787.7_80_514
ENST00000316851.11_212_2785,ENSG00000149294.16_212_2785
ENST00000531044.5_178_2721,ENSG00000149294.16_178_2721
ENST00000533073.5_197_1069,ENSG00000149294.16_197_1069
ENST00000529221.5_106_2220,ENSG00000149292.16_106_2220
ENST00000494714.5_28_2223,ENSG00000149292.16_28_2223
ENST00000335953.8_459_2399,ENSG00000109906.13_459_2399
ENST00000535401.5_265_1056,ENSG00000166741.7_265_1056
ENST00000540163.5_643_1440,ENSG00000076053.10_643_1440
ENST00000265881.9_144_854,ENSG00000076043.9_144_854
ENST00000539754.5_59_724,ENSG00000076043.9_59_724
ENST00000227667.7_63_359,ENSG00000110245.11_63_359
ENST00000324225.8_532_3027,ENSG00000149577.15_532_3027
ENST00000278951.11_84_2648,ENSG00000149577.15_84_2648
ENST00000392951.8_152_727,ENSG00000149591.16_152_727
ENST00000531452.5_47_2155,ENSG00000167257.10_47_2155
ENST00000278935.7_148_4527,ENSG00000110274.15_148_4527
ENST00000533700.5_268_1941,ENSG00000110324.10_268_1941
ENST00000523251.5_227_1417,ENSG00000137648.17_227_1417
ENST00000252108.7_132_3329,ENSG00000110344.9_132_3329
ENST00000529790.5_362_418,ENSG00000167283.7_362_418
ENST00000389506.9_1_11907,ENSG00000118058.20_1_11907
ENST00000354284.8_64_1116,ENSG00000149582.15_64_1116
ENST00000313236.9_54_1151,ENSG00000149582.15_54_1151
ENST00000392859.7_159_1427,ENSG00000095139.13_159_1427
ENST00000264028.4_96_1628,ENSG00000095139.13_96_1628
ENST00000356063.9_130_4035,ENSG00000019144.18_130_4035
ENST00000534140.2_85_1923,ENSG00000019144.18_85_1923
ENST00000264031.2_36_587,ENSG00000110375.2_36_587
ENST00000533632.5_365_1021,ENSG00000196655.11_365_1021
ENST00000533012.1_2_379,ENSG00000196655.11_2_379
ENST00000533012.1_318_554,ENSG00000196655.11_318_554
ENST00000621676.4_133_2955,ENSG00000160695.14_133_2955
ENST00000278715.7_152_1234,ENSG00000256269.7_152_1234
ENST00000336702.7_360_2480,ENSG00000172375.12_360_2480
ENST00000350777.6_64_1614,ENSG00000172273.12_64_1614
ENST00000409265.8_163_3087,ENSG00000160703.15_163_3087
ENST00000322712.4_10_1482,ENSG00000172367.15_10_1482
ENST00000264033.5_305_2860,ENSG00000110395.6_305_2860
ENST00000311413.4_597_1895,ENSG00000173456.4_597_1895
ENST00000314475.6_394_1128,ENSG00000181264.8_394_1128
ENST00000529187.1_383_760,ENSG00000181264.8_383_760
ENST00000397843.6_167_4798,ENSG00000196914.8_167_4798
ENST00000529397.5_128_1372,ENSG00000154114.12_128_1372
ENST00000392793.5_620_6736,ENSG00000109927.9_620_6736
ENST00000260197.11_130_6771,ENSG00000137642.12_130_6771
ENST00000284273.5_775_2322,ENSG00000154127.9_775_2322
ENST00000227349.6_697_2868,ENSG00000109944.10_697_2868
ENST00000635736.1_241_2730,ENSG00000023171.16_241_2730
ENST00000456829.6_252_2609,ENSG00000110002.15_252_2609
ENST00000284287.4_256_1050,ENSG00000196119.6_256_1050
ENST00000441174.7_268_1437,ENSG00000154144.12_268_1437
ENST00000227135.6_183_635,ENSG00000064199.6_183_635
ENST00000344762.5_272_3112,ENSG00000149548.14_272_3112
ENST00000278903.10_429_1448,ENSG00000149547.14_429_1448
ENST00000529196.5_207_2321,ENSG00000134910.12_207_2321
ENST00000524737.5_212_1639,ENSG00000149554.12_212_1639
ENST00000356438.7_535_1431,ENSG00000198331.10_535_1431
ENST00000525943.1_368_1441,ENSG00000109832.13_368_1441
ENST00000533050.5_494_1546,ENSG00000197798.8_494_1546
ENST00000263578.9_75_1532,ENSG00000110074.10_75_1532
ENST00000263579.4_330_1340,ENSG00000110063.8_330_1340
ENST00000227495.10_277_1230,ENSG00000110080.18_277_1230
ENST00000529694.5_413_1633,ENSG00000120457.11_413_1633
ENST00000281441.7_89_913,ENSG00000151715.7_89_913
ENST00000533616.5_312_1964,ENSG00000084234.16_312_1964
ENST00000528499.5_85_2169,ENSG00000084234.16_85_2169
ENST00000263574.9_73_2361,ENSG00000084234.16_73_2361
ENST00000338167.9_58_2310,ENSG00000084234.16_58_2310
ENST00000278742.5_419_2983,ENSG00000149418.10_419_2983
ENST00000299164.3_1_2850,ENSG00000166106.3_1_2850
ENST00000374791.7_453_1361,ENSG00000182667.14_453_1361
ENST00000299106.8_160_1089,ENSG00000166086.12_160_1089
ENST00000281187.9_479_1486,ENSG00000151502.10_479_1486
ENST00000281182.8_221_1351,ENSG00000151498.11_221_1351
ENST00000528325.5_19_633,ENSG00000151498.11_19_633
ENST00000339772.9_189_2096,ENSG00000149328.14_189_2096
ENST00000382762.7_108_440,ENSG00000177951.17_108_440
ENST00000382743.8_104_1300,ENSG00000142082.14_104_1300
ENST00000399808.4_238_636,ENSG00000142089.15_238_636
ENST00000532094.5_1934_3565,ENSG00000185101.12_1934_3565
ENST00000332826.6_146_2431,ENSG00000185101.12_146_2431
