Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	sBC_nORF1 Spectral Count	sBC_nORF2 Spectral Count	sBC_nORF1 Unique Spectral Count	sBC_nORF2 Unique Spectral Count	sBC_nORF1 Total Spectral Count	sBC_nORF2 Total Spectral Count	sBC_nORF1 Intensity	sBC_nORF2 Intensity	sBC_nORF1 Unique Intensity	sBC_nORF2 Unique Intensity	sBC_nORF1 Total Intensity	sBC_nORF2 Total Intensity	Indistinguishable Proteins
ENSG00000154783.11_14819072_14933167_1462	ENSG00000154783.11_14819072_14933167_1462			1462	36.50				1.0000	0.9990	36	50	50	50	29	21	29	21	29	21	2.8198448E8	3.94725056E8	2.8198448E8	3.94725056E8	2.8198448E8	3.94725056E8	
ENSG00000154803.12_17228137_17221379_342	ENSG00000154803.12_17228137_17221379_342			342	46.50				1.0000	0.9990	12	25	25	25	14	11	14	11	14	11	6.9509146E8	1.19914803E9	6.9509146E8	1.19914803E9	6.9509146E8	1.19914803E9	
ENSG00000154813.9_16264876_16260764_82	ENSG00000154813.9_16264876_16260764_82			82	43.90				1.0000	0.9990	2	11	11	11	6	5	6	5	6	5	1.4963336E8	0.0	1.4963336E8	0.0	1.4963336E8	0.0	
ENSG00000154814.13_16271663_16303562_271	ENSG00000154814.13_16271663_16303562_271			271	68.60				1.0000	0.9990	15	33	33	33	13	20	13	20	13	20	5.0646688E8	8.5792768E8	5.0646688E8	8.5792768E8	5.0646688E8	8.5792768E8	
ENSG00000154822.17_17009725_17089912_1001	ENSG00000154822.17_17009725_17089912_1001			1001	46.70				1.0000	0.9990	42	77	77	80	40	37	40	37	41	39	4.4722708E9	6.9368637E9	4.4722708E9	6.9368637E9	4.4322074E9	7.1896284E9	
ENSG00000154832.14_50287589_50282593_656	ENSG00000154832.14_50287589_50282593_656			656	63.60				1.0000	0.9990	44	108	108	108	58	50	58	50	58	50	1.07855667E9	1.21097203E9	1.07855667E9	1.21097203E9	1.07855667E9	1.21097203E9	
ENSG00000154845.15_9614484_9547789_950	ENSG00000154845.15_9614484_9547789_950			950	51.20				1.0000	0.9990	47	112	112	112	58	54	58	54	58	54	1.51207411E9	1.60755366E9	1.51207411E9	1.60755366E9	1.51207411E9	1.60755366E9	
ENSG00000154856.12_10454982_10488038_514	ENSG00000154856.12_10454982_10488038_514			514	30.70				1.0000	0.9990	13	22	22	22	11	11	11	11	11	11	2.45624883E9	4.06475296E8	2.45624883E9	4.06475296E8	2.45624883E9	4.06475296E8	
ENSG00000154864.11_10871360_10671527_2624	ENSG00000154864.11_10871360_10671527_2624			2624	32.70				1.0000	0.9990	70	115	113	115	69	46	67	46	69	46	3.53045581E9	1.02097018E9	3.53045581E9	1.02097018E9	3.53045581E9	1.02097018E9	
ENSG00000154889.16_11893566_11884445_299	ENSG00000154889.16_11893566_11884445_299			299	44.10				1.0000	0.9990	8	12	12	12	6	6	6	6	6	6	1.38265088E9	1.30508472E8	1.38265088E9	1.30508472E8	1.38265088E9	1.30508472E8	
ENSG00000154917.10_133895466_133828788_208	ENSG00000154917.10_133895466_133828788_208			208	65.90				1.0000	0.9990	18	18	18	78	9	9	9	9	38	40	5.5659872E8	5.7610246E8	5.5659872E8	5.7610246E8	9.9721769E9	1.48110449E10	
ENSG00000154930.14_25058102_25007762_689	ENSG00000154930.14_25058102_25007762_689			689	49.50				1.0000	0.9990	26	45	45	45	21	24	21	24	21	24	5.945728E8	5.11244032E8	5.945728E8	5.11244032E8	5.945728E8	5.11244032E8	
ENSG00000154945.6_50707654_50695997_368	ENSG00000154945.6_50707654_50695997_368			368	26.10				1.0000	0.9990	10	12	12	12	7	5	7	5	7	5	1.34084656E8	3.6716688E8	1.34084656E8	3.6716688E8	1.34084656E8	3.6716688E8	
ENSG00000154957.13_11992829_11977957_549	ENSG00000154957.13_11992829_11977957_549			549	44.40				1.0000	0.9990	15	20	20	20	12	8	12	8	12	8	1.08144544E8	6.0477997E8	1.08144544E8	6.0477997E8	1.08144544E8	6.0477997E8	
ENSG00000155008.13_85003913_85087678_268	ENSG00000155008.13_85003913_85087678_268			268	79.50				1.0000	0.9990	18	78	78	78	41	37	41	37	41	37	3.76550528E9	7.0617446E9	3.76550528E9	7.0617446E9	3.76550528E9	7.0617446E9	
ENSG00000155016.17_107931644_107950423_544	ENSG00000155016.17_107931644_107950423_544			544	43.80				1.0000	0.9990	23	44	44	44	21	23	21	23	21	23	3.9813088E8	6.8770573E8	3.9813088E8	6.8770573E8	3.9813088E8	6.8770573E8	
ENSG00000155034.18_5505585_5481775_697	ENSG00000155034.18_5505585_5481775_697			697	53.50				1.0000	0.9990	32	68	68	68	26	42	26	42	26	42	6.4298541E8	1.79014221E9	6.4298541E8	1.79014221E9	6.4298541E8	1.79014221E9	
ENSG00000155052.14_124025651_124914288_1306	ENSG00000155052.14_124025651_124914288_1306			1306	27.80				1.0000	0.9990	31	44	44	44	29	15	29	15	29	15	1.34090624E8	4.46367872E8	1.34090624E8	4.46367872E8	1.34090624E8	4.46367872E8	
ENSG00000155090.14_102652355_102650132_454	ENSG00000155090.14_102652355_102650132_454			454	37.90				1.0000	0.9990	20	33	30	33	19	14	18	12	19	14	1.4368309E7	2.08429872E8	1.4368309E7	7.701628E7	1.4368309E7	2.08429872E8	
ENSG00000155093.17_158587669_157540714_1015	ENSG00000155093.17_158587669_157540714_1015			1015	73.80				1.0000	0.9990	59	198	190	198	114	84	109	81	114	84	9.8142525E9	6.5012301E9	9.8142525E9	6.5012301E9	9.8142525E9	6.5012301E9	
ENSG00000155096.13_102843652_102828567_448	ENSG00000155096.13_102843652_102828567_448			448	26.80				1.0000	0.9990	10	15	15	15	9	6	9	6	9	6	2.70700544E8	1.11980056E8	2.70700544E8	1.11980056E8	2.70700544E8	1.11980056E8	
ENSG00000155097.11_103040837_103068747_382	ENSG00000155097.11_103040837_103068747_382			382	70.70				1.0000	0.9990	40	158	158	158	82	76	82	76	82	76	1.06932122E10	8.2750863E9	1.06932122E10	8.2750863E9	1.06932122E10	8.2750863E9	
ENSG00000155099.7_91040749_90995677_257	ENSG00000155099.7_91040749_90995677_257			257	54.90				1.0000	0.9990	10	17	17	18	6	11	6	11	6	12	1.54963174E9	3.69396992E9	1.54963174E9	3.69396992E9	1.54963174E9	3.69396992E9	
ENSG00000155111.14_110815136_110614535_502	ENSG00000155111.14_110815136_110614535_502			502	50.80				1.0000	0.9990	25	22	22	40	13	9	13	9	25	15	3.56614688E8	1.10873192E8	3.56614688E8	1.10873192E8	6.1012499E8	1.98991776E8	
ENSG00000155115.6_110958770_110967790_213	ENSG00000155115.6_110958770_110967790_213			213	55.40				1.0000	0.9990	10	17	17	17	10	7	10	7	10	7	6.9402739E8	2.1559616E8	6.9402739E8	2.1559616E8	6.9402739E8	2.1559616E8	
ENSG00000155158.20_15307125_15172019_616	ENSG00000155158.20_15307125_15172019_616			616	50.30				1.0000	0.9990	23	32	32	32	19	13	19	13	19	13	3.21952512E8	2.8011648E8	3.21952512E8	2.8011648E8	3.21952512E8	2.8011648E8	
ENSG00000155189.11_6708702_6757388_353	ENSG00000155189.11_6708702_6757388_353			353	46.50				1.0000	0.9990	18	78	78	78	47	31	47	31	47	31	2.48360141E9	2.55623194E9	2.48360141E9	2.55623194E9	2.48360141E9	2.55623194E9	
ENSG00000155229.20_97498384_97458692_1030	ENSG00000155229.20_97498384_97458692_1030			1030	51.50				1.0000	0.9990	44	154	154	154	84	70	84	70	84	70	3.753952E9	2.26787456E9	3.753952E9	2.26787456E9	3.753952E9	2.26787456E9	
ENSG00000155252.13_97640743_97673742_479	ENSG00000155252.13_97640743_97673742_479			479	81.20				1.0000	0.9990	37	75	75	75	35	40	35	40	35	40	1.78449293E9	2.43336986E9	1.78449293E9	2.43336986E9	1.78449293E9	2.43336986E9	
ENSG00000155256.17_97738529_97759300_387	ENSG00000155256.17_97738529_97759300_387			387	47.80				1.0000	0.9990	13	21	21	21	18	3	18	3	18	3	2.66389402E9	5.811222E7	2.66389402E9	5.811222E7	2.66389402E9	5.811222E7	
ENSG00000155275.18_8440823_8476001_757	ENSG00000155275.18_8440823_8476001_757			757	38.70				1.0000	0.9990	27	44	44	44	30	14	30	14	30	14	8.0102976E8	3.17086976E8	8.0102976E8	3.17086976E8	8.0102976E8	3.17086976E8	
ENSG00000155287.10_99620068_99610849_275	ENSG00000155287.10_99620068_99610849_275			275	21.80				1.0000	0.9990	7	10	10	10	9	1	9	1	9	1	1.79780048E8	0.0	1.79780048E8	0.0	1.79780048E8	0.0	
ENSG00000155304.5_14383107_14373617_467	ENSG00000155304.5_14383107_14373617_467			467	36.00				1.0000	0.9990	22	72	72	72	39	33	39	33	39	33	5.711337E9	2.38404813E9	5.711337E9	2.38404813E9	5.711337E9	2.38404813E9	
ENSG00000155307.17_14582396_14485912_441	ENSG00000155307.17_14582396_14485912_441			441	45.10				1.0000	0.9990	18	32	32	33	24	8	24	8	25	8	4.95028256E8	1.27171328E9	4.95028256E8	1.27171328E9	4.95028256E8	1.27171328E9	
ENSG00000155313.15_15730394_15878475_1055	ENSG00000155313.15_15730394_15878475_1055			1055	49.10				1.0000	0.9990	43	59	59	59	28	31	28	31	28	31	2.14430048E8	1.81694797E9	2.14430048E8	1.81694797E9	2.14430048E8	1.81694797E9	
ENSG00000155324.9_126360413_126492956_420	ENSG00000155324.9_126360413_126492956_420			420	37.40				1.0000	0.9990	11	13	13	14	5	8	5	8	5	9	7.4758886E8	7.1760794E8	7.4758886E8	7.1760794E8	7.4758886E8	7.1760794E8	
ENSG00000155329.11_133026525_132998583_188	ENSG00000155329.11_133026525_132998583_188			188	19.70				1.0000	0.9990	4	16	8	16	9	7	4	4	9	7	1.96793088E8	3.20043936E8	1.77332608E8	3.38747296E8	1.96793088E8	3.20043936E8	
ENSG00000155329.11_133026525_132998845_110	ENSG00000155329.11_133026525_132998845_110			110	39.10				1.0000	0.9990	4	3	3	11	1	2	1	2	6	5	0.0	0.0	0.0	0.0	1.946048E7	4.508954E7	
ENSG00000155330.9_46831149_46802952_154	ENSG00000155330.9_46831149_46802952_154			154	45.50				1.0000	0.9990	6	7	7	7	5	2	5	2	5	2	1.33491072E8	1.79491424E8	1.33491072E8	1.79491424E8	1.33491072E8	1.79491424E8	
ENSG00000155363.18_112674913_112700507_1003	ENSG00000155363.18_112674913_112700507_1003			1003	69.90				1.0000	0.9990	77	395	395	395	195	200	195	200	195	200	1.15485798E10	1.05886546E10	1.15485798E10	1.05886546E10	1.15485798E10	1.05886546E10	
ENSG00000155368.16_119367052_119372318_87	ENSG00000155368.16_119367052_119372318_87			87	95.40				1.0000	0.9990	14	187	187	187	94	93	94	93	94	93	5.6450957E10	7.3184412E10	5.6450957E10	7.3184412E10	5.6450957E10	7.3184412E10	
ENSG00000155380.11_112929308_112913891_500	ENSG00000155380.11_112929308_112913891_500			500	23.80				1.0000	0.9990	15	40	40	40	18	22	18	22	18	22	1.69563866E9	5.2265754E9	1.69563866E9	5.2265754E9	1.69563866E9	5.2265754E9	
ENSG00000155393.12_50066132_50105061_680	ENSG00000155393.12_50066132_50105061_680			680	46.50				1.0000	0.9990	31	79	79	79	39	40	39	40	39	40	1.99226675E9	1.74302669E9	1.99226675E9	1.74302669E9	1.99226675E9	1.74302669E9	
ENSG00000155438.11_121736850_121727724_293	ENSG00000155438.11_121736850_121727724_293			293	54.60				1.0000	0.9990	17	44	44	44	20	24	20	24	20	24	2.52300186E9	1.96731405E9	2.52300186E9	1.96731405E9	2.52300186E9	1.96731405E9	
ENSG00000155463.12_22766561_22771558_482	ENSG00000155463.12_22766561_22771558_482			482	43.40				1.0000	0.9990	26	66	66	66	25	41	25	41	25	41	4.16546074E9	2.23453553E10	4.16546074E9	2.23453553E10	4.16546074E9	2.23453553E10	
ENSG00000155465.18_22813398_22773610_511	ENSG00000155465.18_22813398_22773610_511			511	26.40				1.0000	0.9990	9	14	14	18	8	6	8	6	11	7	1.31325768E8	2.6921488E8	1.31325768E8	2.6921488E8	1.03031059E9	1.14503501E9	
ENSG00000155506.16_154712926_154814096_1019	ENSG00000155506.16_154712926_154814096_1019			1019	75.50				1.0000	0.9990	81	231	207	231	115	116	106	101	115	116	3.3893289E9	5.8265042E9	3.3893289E9	5.8265042E9	3.3893289E9	5.8265042E9	
ENSG00000155508.13_154863279_154875439_292	ENSG00000155508.13_154863279_154875439_292			292	45.50				1.0000	0.9990	13	26	26	28	16	10	16	10	17	11	3.26241824E8	4.45405696E8	3.26241824E8	4.45405696E8	4.55585824E8	8.9881126E8	
ENSG00000155511.17_153646993_153811225_811	ENSG00000155511.17_153646993_153811225_811			811	37.40				1.0000	0.9990	33	37	36	49	24	13	23	13	31	18	2.48841568E8	3.46186266E9	2.48841568E8	3.46186266E9	1.7162368E9	3.24440909E9	
ENSG00000155530.2_134127503_134263975_780	ENSG00000155530.2_134127503_134263975_780			780	39.10				1.0000	0.9990	20	28	28	28	16	12	16	12	16	12	9.0086784E7	3.01872544E8	9.0086784E7	3.01872544E8	9.0086784E7	3.01872544E8	
ENSG00000155542.11_56909646_56916902_299	ENSG00000155542.11_56909646_56916902_299			299	44.50				1.0000	0.9990	10	16	16	16	11	5	11	5	11	5	2.01640944E8	1.55463728E8	2.01640944E8	1.55463728E8	2.01640944E8	1.55463728E8	
ENSG00000155545.19_56952102_56923128_555	ENSG00000155545.19_56952102_56923128_555			555	27.90				1.0000	0.9990	15	42	41	42	25	17	24	17	25	17	2.5623632E8	6.9075174E8	2.5623632E8	6.9075174E8	2.5623632E8	6.9075174E8	
ENSG00000155561.14_135557945_135648556_2012	ENSG00000155561.14_135557945_135648556_2012			2012	50.40				1.0000	0.9990	93	321	321	321	186	135	186	135	186	135	4.24074624E9	5.3878897E9	4.24074624E9	5.3878897E9	4.24074624E9	5.3878897E9	
ENSG00000155592.15_25257067_25239816_947	ENSG00000155592.15_25257067_25239816_947			947	43.90				1.0000	0.9990	31	49	49	50	34	15	34	15	34	16	2.2106952E8	4.7547039E9	2.2106952E8	4.7547039E9	2.2106952E8	4.7547039E9	
ENSG00000155621.14_71911735_71972842_157	ENSG00000155621.14_71911735_71972842_157			157	51.60				1.0000	0.9990	10	23	23	23	16	7	16	7	16	7	8304252.0	5.6882048E8	8304252.0	5.6882048E8	8304252.0	5.6882048E8	
ENSG00000155629.14_96720394_96595577_805	ENSG00000155629.14_96720394_96595577_805			805	42.60				1.0000	0.9990	31	70	70	70	34	36	34	36	34	36	7.7076768E8	1.77296755E9	7.7076768E8	1.77296755E9	7.7076768E8	1.77296755E9	
ENSG00000155636.14_178112547_178126176_474	ENSG00000155636.14_178112547_178126176_474			474	53.20				1.0000	0.9990	29	71	71	71	33	38	33	38	33	38	1.97936896E9	3.47808691E9	1.97936896E9	3.47808691E9	1.97936896E9	3.47808691E9	
ENSG00000155660.10_149028408_149003794_645	ENSG00000155660.10_149028408_149003794_645			645	69.00				1.0000	0.9990	56	769	769	774	382	387	382	387	385	389	4.5276873E10	9.1086742E10	4.5276873E10	9.1086742E10	4.5276873E10	9.1086742E10	
ENSG00000155666.11_27210124_27220730_416	ENSG00000155666.11_27210124_27220730_416			416	56.20				1.0000	0.9990	24	55	55	55	26	29	26	29	26	29	1.62208164E10	4.1516417E10	1.62208164E10	4.1516417E10	1.62208164E10	4.1516417E10	
ENSG00000155729.12_200507016_200490100_426	ENSG00000155729.12_200507016_200490100_426			426	67.60				1.0000	0.9990	29	46	46	46	31	15	31	15	31	15	6.6910438E8	6.2357754E8	6.6910438E8	6.2357754E8	6.6910438E8	6.2357754E8	
ENSG00000155744.9_201024009_200981270_530	ENSG00000155744.9_201024009_200981270_530			530	65.80				1.0000	0.9990	25	36	36	37	21	15	21	15	21	16	4.21550112E8	6.5261286E8	4.21550112E8	6.5261286E8	3.10922752E8	1.64295373E9	
ENSG00000155760.2_202034648_202036372_574	ENSG00000155760.2_202034648_202036372_574			574	30.00				1.0000	0.9990	15	21	15	21	8	13	7	8	8	13	2.66571104E8	2.32021056E8	2.66571104E8	2.32021056E8	2.66571104E8	2.32021056E8	
ENSG00000155761.13_118115417_117963799_2110	ENSG00000155761.13_118115417_117963799_2110			2110	39.00				1.0000	0.9990	77	136	136	136	82	54	82	54	82	54	5.9849107E8	3.58605875E9	5.9849107E8	3.58605875E9	5.9849107E8	3.58605875E9	
ENSG00000155792.9_119873847_120049704_409	ENSG00000155792.9_119873847_120049704_409			409	71.10				1.0000	0.9990	30	73	73	73	38	35	38	35	38	35	2.37961754E9	1.3832151E9	2.37961754E9	1.3832151E9	2.37961754E9	1.3832151E9	
ENSG00000155816.19_240092110_240474154_1722	ENSG00000155816.19_240092110_240474154_1722			1722	23.30				1.0000	0.9990	35	71	71	71	42	29	42	29	42	29	5.8936806E8	1.10611981E9	5.8936806E8	1.10611981E9	5.8936806E8	1.10611981E9	
ENSG00000155827.11_101535424_101562422_975	ENSG00000155827.11_101535424_101562422_975			975	66.90				1.0000	0.9990	88	221	180	221	109	112	86	94	109	112	2.37518387E9	3.04059443E9	2.37518387E9	3.04059443E9	2.37518387E9	3.04059443E9	
ENSG00000155846.16_149730343_149847558_984	ENSG00000155846.16_149730343_149847558_984			984	36.30				1.0000	0.9990	31	60	60	60	29	31	29	31	29	31	0.0	5.3944301E8	0.0	5.3944301E8	0.0	5.3944301E8	
ENSG00000155849.15_36986147_36985992_51	ENSG00000155849.15_36986147_36985992_51			51	66.70				1.0000	0.9990	2	2	2	2	2	0	2	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000155849.15_37342627_36855551_706	ENSG00000155849.15_37342627_36855551_706			706	53.00				1.0000	0.9990	39	61	61	75	33	28	33	28	40	35	6.3069126E8	1.1810665E9	6.3069126E8	1.1810665E9	6.3069126E8	1.1810665E9	
ENSG00000155850.7_149977653_149981813_739	ENSG00000155850.7_149977653_149981813_739			739	24.20				1.0000	0.9990	15	23	23	23	14	9	14	9	14	9	0.0	5.4452032E8	0.0	5.4452032E8	0.0	5.4452032E8	
ENSG00000155858.5_157744099_157755264_244	ENSG00000155858.5_157744099_157755264_244			244	38.50				1.0000	0.9990	11	17	17	17	9	8	9	8	9	8	8.3645312E8	6.7305306E8	8.3645312E8	6.7305306E8	8.3645312E8	6.7305306E8	
ENSG00000155868.7_157139431_157138730_233	ENSG00000155868.7_157139431_157138730_233			233	51.10				1.0000	0.9990	8	13	13	13	5	8	5	8	5	8	7.6462656E8	9.375447E8	7.6462656E8	9.375447E8	7.6462656E8	9.375447E8	
ENSG00000155876.5_19049660_19050601_313	ENSG00000155876.5_19049660_19050601_313			313	63.30				1.0000	0.9990	22	89	89	89	48	41	48	41	48	41	1.7418007E9	2.40783923E9	1.7418007E9	2.40783923E9	1.7418007E9	2.40783923E9	
ENSG00000155893.12_141278377_141293205_442	ENSG00000155893.12_141278377_141293205_442			442	19.20				1.0000	0.9990	8	18	18	18	10	8	10	8	10	8	7.7225139E8	3.2828736E8	7.7225139E8	3.2828736E8	7.7225139E8	3.2828736E8	
ENSG00000155897.9_131040333_130780390_1251	ENSG00000155897.9_131040333_130780390_1251			1251	27.50				1.0000	0.9990	26	45	45	45	29	16	29	16	29	16	2.87316128E8	0.0	2.87316128E8	0.0	2.87316128E8	0.0	
ENSG00000155903.11_141512204_141612313_791	ENSG00000155903.11_141512204_141612313_791			791	48.90				1.0000	0.9990	38	51	50	51	28	23	27	23	28	23	6.2408064E8	8.7567872E8	6.2408064E8	8.7567872E8	6.2408064E8	8.7567872E8	
ENSG00000155906.16_151445811_151405235_449	ENSG00000155906.16_151445811_151405235_449			449	51.40				1.0000	0.9990	26	65	65	65	35	30	35	30	35	30	2.95151488E9	3.01117773E9	2.95151488E9	3.01117773E9	2.95151488E9	3.01117773E9	
ENSG00000155961.4_155264288_155260803_213	ENSG00000155961.4_155264288_155260803_213			213	65.70				1.0000	0.9990	16	35	29	65	17	18	13	16	32	33	1.21640038E9	9.513399E8	1.21640038E9	9.513399E8	2.52430828E10	2.31410237E10	
ENSG00000155966.13_148501098_148991332_1311	ENSG00000155966.13_148501098_148991332_1311			1311	41.30				1.0000	0.9990	47	66	66	66	37	29	37	29	37	29	7.0633544E9	9.9079608E7	7.0633544E9	9.9079608E7	7.0633544E9	9.9079608E7	
ENSG00000155970.11_17027280_17118775_530	ENSG00000155970.11_17027280_17118775_530			530	40.40				1.0000	0.9990	20	37	37	37	23	14	23	14	23	14	9.6584864E8	4.74753536E8	9.6584864E8	4.74753536E8	9.6584864E8	4.74753536E8	
ENSG00000155974.11_66541918_66349019_1020	ENSG00000155974.11_66541918_66349019_1020			1020	45.50				1.0000	0.9990	47	92	79	92	44	48	39	40	44	48	2.97297312E8	2.89544934E9	2.97297312E8	2.89544934E9	2.97297312E8	2.89544934E9	
ENSG00000155975.9_17247245_17286427_372	ENSG00000155975.9_17247245_17286427_372			372	52.20				1.0000	0.9990	19	41	41	41	19	22	19	22	19	22	8.3211533E8	1.61659853E9	8.3211533E8	1.61659853E9	8.3211533E8	1.61659853E9	
ENSG00000155980.11_57550272_57583179_1032	ENSG00000155980.11_57550272_57583179_1032			1032	59.40				1.0000	0.9990	62	64	64	211	40	24	40	24	118	93	6.8906925E8	3.10375629E9	6.8906925E8	3.10375629E9	1.05529405E10	1.28720118E10	
ENSG00000156011.16_18872668_18535743_982	ENSG00000156011.16_18872668_18535743_982			982	45.20				1.0000	0.9990	43	79	79	79	36	43	36	43	36	43	2.55924896E8	4.11424576E8	2.55924896E8	4.11424576E8	2.55924896E8	4.11424576E8	
ENSG00000156017.12_75028241_74983767_409	ENSG00000156017.12_75028241_74983767_409			409	42.50				1.0000	0.9990	16	37	37	37	21	16	21	16	21	16	1.88708528E8	9.5976326E8	1.88708528E8	9.5976326E8	1.88708528E8	9.5976326E8	
ENSG00000156026.14_72692152_72885822_351	ENSG00000156026.14_72692152_72885822_351			351	45.60				1.0000	0.9990	22	74	74	74	39	35	39	35	39	35	4.9562767E9	1.15496538E9	4.9562767E9	1.15496538E9	4.9562767E9	1.15496538E9	
ENSG00000156030.13_73740008_73719301_1045	ENSG00000156030.13_73740008_73719301_1045			1045	40.40				1.0000	0.9990	50	81	81	81	41	40	41	40	41	40	6.3834854E8	9.482112E8	6.3834854E8	9.482112E8	6.3834854E8	9.482112E8	
ENSG00000156042.17_73354796_73253975_1121	ENSG00000156042.17_73354796_73253975_1121			1121	20.60				1.0000	0.9990	22	42	42	42	16	26	16	26	16	26	5.0659824E8	6.2787763E8	5.0659824E8	6.2787763E8	5.0659824E8	6.2787763E8	
ENSG00000156052.10_78031217_77721323_353	ENSG00000156052.10_78031217_77721323_353			353	68.00				1.0000	0.9990	17	44	44	46	21	23	21	23	22	24	4.00185779E9	3.24456858E9	4.00185779E9	3.24456858E9	4.00185779E9	3.24456858E9	
ENSG00000156103.15_88327206_88041461_607	ENSG00000156103.15_88327206_88041461_607			607	24.10				1.0000	0.9990	17	21	21	22	11	10	11	10	11	11	4.27118944E8	8.2523528E7	4.27118944E8	8.2523528E7	4.27118944E8	8.2523528E7	
ENSG00000156110.13_74200783_74708445_334	ENSG00000156110.13_74200783_74708445_334			334	82.00				1.0000	0.9990	29	168	168	168	94	74	94	74	94	74	1.39067525E10	2.0269783E10	1.39067525E10	2.0269783E10	1.39067525E10	2.0269783E10	
ENSG00000156136.9_70993836_71029378_260	ENSG00000156136.9_70993836_71029378_260			260	48.80				1.0000	0.9990	15	53	53	53	29	24	29	24	29	24	3.06092365E9	4.5976172E9	3.06092365E9	4.5976172E9	3.06092365E9	4.5976172E9	
ENSG00000156140.9_72319943_72283136_831	ENSG00000156140.9_72319943_72283136_831			831	43.30				1.0000	0.9990	35	58	58	63	34	24	34	24	37	26	5.8839226E8	6.5046381E8	5.8839226E8	6.5046381E8	5.8839226E8	6.5046381E8	
ENSG00000156162.16_94719999_94789910_723	ENSG00000156162.16_94719999_94789910_723			723	34.20				1.0000	0.9990	26	53	53	53	27	26	27	26	27	26	9.2526662E8	1.69857741E9	9.2526662E8	1.69857741E9	9.2526662E8	1.69857741E9	
ENSG00000156170.12_95025105_95057937_301	ENSG00000156170.12_95025105_95057937_301			301	62.10				1.0000	0.9990	19	28	28	28	16	12	16	12	16	12	6.7724134E8	5.8366298E8	6.7724134E8	5.8366298E8	6.7724134E8	5.8366298E8	
ENSG00000156171.14_111131554_111118160_266	ENSG00000156171.14_111131554_111118160_266			266	11.30				1.0000	0.9990	2	8	8	8	5	3	5	3	5	3	9.0340698E8	1.48112947E9	9.0340698E8	1.48112947E9	9.0340698E8	1.48112947E9	
ENSG00000156172.5_95269189_95247617_207	ENSG00000156172.5_95269189_95247617_207			207	44.40				1.0000	0.9990	8	12	12	12	5	7	5	7	5	7	2.72447136E8	5.5087866E8	2.72447136E8	5.5087866E8	2.72447136E8	5.5087866E8	
ENSG00000156218.12_83655810_84037806_1675	ENSG00000156218.12_83655810_84037806_1675			1675	35.00				1.0000	0.9990	53	2	2	74	0	2	0	2	43	31	0.0	0.0	0.0	0.0	2.84372768E8	1.56906288E8	
ENSG00000156218.12_83655810_84037825_1666	ENSG00000156218.12_83655810_84037825_1666			1666	34.80				1.0000	0.9990	52	77	5	77	44	33	1	4	44	33	1.38089178E9	2.84151232E8	1.21940518E9	1.27244944E8	1.38089178E9	2.84151232E8	
ENSG00000156232.7_82809727_82833536_809	ENSG00000156232.7_82809727_82833536_809			809	36.10				1.0000	0.9990	25	56	56	56	32	24	32	24	32	24	1.5625623E9	4.43352384E8	1.5625623E9	4.43352384E8	1.5625623E9	4.43352384E8	
ENSG00000156239.11_28885345_28876385_214	ENSG00000156239.11_28885345_28876385_214			214	33.60				1.0000	0.9990	7	17	17	17	9	8	9	8	9	8	4.0130864E8	5.461536E8	4.0130864E8	5.461536E8	4.0130864E8	5.461536E8	
ENSG00000156256.14_29027914_29054187_823	ENSG00000156256.14_29027914_29054187_823			823	44.10				1.0000	0.9990	39	71	71	71	40	31	40	31	40	31	6.0966291E8	3.61910656E8	6.0966291E8	3.61910656E8	6.0966291E8	3.61910656E8	
ENSG00000156261.12_29073551_29056475_535	ENSG00000156261.12_29073551_29056475_535			535	85.40				1.0000	0.9990	50	477	477	477	231	246	231	246	231	246	3.24143514E10	2.8253739E10	3.24143514E10	2.8253739E10	3.24143514E10	2.8253739E10	
ENSG00000156273.15_29321281_29342833_736	ENSG00000156273.15_29321281_29342833_736			736	46.50				1.0000	0.9990	30	55	55	55	35	20	35	20	35	20	1.4488521E9	1.03840506E9	1.4488521E9	1.03840506E9	1.4488521E9	1.03840506E9	
ENSG00000156298.12_38561547_38687667_249	ENSG00000156298.12_38561547_38687667_249			249	20.50				1.0000	0.9990	6	31	31	31	17	14	17	14	17	14	2.78903066E9	1.92663347E9	2.78903066E9	1.92663347E9	2.78903066E9	1.92663347E9	
ENSG00000156299.13_31266333_31120368_1378	ENSG00000156299.13_31266333_31120368_1378			1378	39.00				1.0000	0.9990	53	103	103	103	49	54	49	54	49	54	2.2623063E9	1.66002381E9	2.2623063E9	1.66002381E9	2.2623063E9	1.66002381E9	
ENSG00000156304.14_31731692_31671399_1147	ENSG00000156304.14_31731692_31671399_1147			1147	36.30				1.0000	0.9990	34	107	100	107	68	39	63	37	68	39	3.54209997E9	2.48587418E9	3.54209997E9	2.48587418E9	3.54209997E9	2.48587418E9	
ENSG00000156313.12_38327346_38269626_808	ENSG00000156313.12_38327346_38269626_808			808	40.70				1.0000	0.9990	27	20	20	52	13	7	13	7	31	21	3.0370112E8	2.83257184E8	3.0370112E8	2.83257184E8	3.44425696E8	4.99810496E8	
