Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	sBC_nORF-1 Spectral Count	sBC_nORF-2 Spectral Count	sBC_nORF-1 Unique Spectral Count	sBC_nORF-2 Unique Spectral Count	sBC_nORF-1 Total Spectral Count	sBC_nORF-2 Total Spectral Count	sBC_nORF-1 Intensity	sBC_nORF-2 Intensity	sBC_nORF-1 Unique Intensity	sBC_nORF-2 Unique Intensity	sBC_nORF-1 Total Intensity	sBC_nORF-2 Total Intensity	Indistinguishable Proteins
ENSG00000164051.13_87_1319	ENSG00000164051.13_87_1319			411	49.90				1.0000	0.9990	23	56	56	56	33	23	33	23	33	23	8.1067821E8	7.5261376E8	8.1067821E8	7.5261376E8	8.1067821E8	7.5261376E8	
ENSG00000164053.19_393_2486	ENSG00000164053.19_393_2486			698	25.80				1.0000	0.9990	17	41	41	41	22	19	22	19	22	19	2.70909389E9	1.39267872E8	2.70909389E9	1.39267872E8	2.70909389E9	1.39267872E8	
ENSG00000164054.15_338_1057	ENSG00000164054.15_338_1057			240	36.70				1.0000	0.9990	6	6	6	6	5	1	5	1	5	1	1.77832112E8	0.0	1.77832112E8	0.0	1.77832112E8	0.0	
ENSG00000164061.4_115_11892	ENSG00000164061.4_115_11892			3926	53.30				1.0000	0.9990	194	353	353	356	210	143	210	143	211	145	4.01501235E9	1.5271479E9	4.01501235E9	1.5271479E9	4.01501235E9	1.5271479E9	
ENSG00000164062.12_401_2596	ENSG00000164062.12_401_2596			732	58.90				1.0000	0.9990	35	187	187	187	99	88	99	88	99	88	6.3131984E10	7.3948529E10	6.3131984E10	7.3948529E10	6.3131984E10	7.3948529E10	
ENSG00000164066.12_104_2929	ENSG00000164066.12_104_2929			942	40.30				1.0000	0.9990	30	45	45	45	25	20	25	20	25	20	6.572871E8	2.4314222E7	6.572871E8	2.4314222E7	6.572871E8	2.4314222E7	
ENSG00000164068.15_145_4086	ENSG00000164068.15_145_4086			1314	42.30				1.0000	0.9990	59	115	115	115	68	47	68	47	68	47	2.68181152E8	2.54988442E9	2.68181152E8	2.54988442E9	2.68181152E8	2.54988442E9	
ENSG00000164070.11_333_2849	ENSG00000164070.11_333_2849			839	79.60				1.0000	0.9990	66	152	152	233	77	75	77	75	119	114	7.1226637E8	3.67897754E9	7.1226637E8	3.67897754E9	1.03024742E10	1.16583414E10	
ENSG00000164074.14_248_1489	ENSG00000164074.14_248_1489			414	40.30				1.0000	0.9990	17	26	8	26	11	15	2	6	11	15	3.2080416E8	2.8014128E8	1.8532736E8	2.8014128E8	3.2080416E8	2.8014128E8	
ENSG00000164074.14_404_1549	ENSG00000164074.14_404_1549			382	44.50				1.0000	0.9990	14	3	3	21	1	2	1	2	10	11	0.0	1.67292864E8	0.0	1.67292864E8	1.35476768E8	2.68117344E8	
ENSG00000164077.13_551_2215	ENSG00000164077.13_551_2215			555	59.10				1.0000	0.9990	29	54	54	54	33	21	33	21	33	21	2.01085555E9	1.00948224E9	2.01085555E9	1.00948224E9	2.01085555E9	1.00948224E9	
ENSG00000164080.13_450_4526	ENSG00000164080.13_450_4526			1359	49.50				1.0000	0.9990	59	109	109	109	53	56	53	56	53	56	3.50957728E8	3.04454502E9	3.50957728E8	3.04454502E9	3.50957728E8	3.04454502E9	
ENSG00000164081.12_1082_2020	ENSG00000164081.12_1082_2020			313	47.00				1.0000	0.9990	15	57	57	57	39	18	39	18	39	18	1.15118554E9	1.41275725E9	1.15118554E9	1.41275725E9	1.15118554E9	1.41275725E9	
ENSG00000164087.7_319_1395	ENSG00000164087.7_319_1395			359	48.50				1.0000	0.9990	15	24	0	26	12	12	0	0	13	13	2.13993456E8	6.4357011E8	0.0	0.0	2.13993456E8	6.4357011E8	ENSG00000164087.7_41_1261
ENSG00000164091.11_283_1221	ENSG00000164091.11_283_1221			313	76.00				1.0000	0.9990	25	136	136	136	69	67	69	67	69	67	6.8681298E9	5.7590052E9	6.8681298E9	5.7590052E9	6.8681298E9	5.7590052E9	
ENSG00000164093.15_694_1383	ENSG00000164093.15_694_1383			230	67.80				1.0000	0.9990	18	24	12	24	8	16	6	6	8	16	1.83015472E8	2.7217392E8	0.0	1.44959136E8	1.83015472E8	2.7217392E8	
ENSG00000164093.15_746_1615	ENSG00000164093.15_746_1615			290	34.50				1.0000	0.9990	11	2	2	14	0	2	0	2	2	12	0.0	4.01430784E8	0.0	4.01430784E8	1.83015472E8	5.28645568E8	
ENSG00000164096.12_1_597	ENSG00000164096.12_1_597			199	36.70				1.0000	0.9990	10	18	18	18	9	9	9	9	9	9	4.3286256E8	1.06448275E9	4.3286256E8	1.06448275E9	4.3286256E8	1.06448275E9	
ENSG00000164099.3_314_2908	ENSG00000164099.3_314_2908			865	60.60				1.0000	0.9990	49	78	78	78	47	31	47	31	47	31	8.7650419E8	3.62322816E9	8.7650419E8	3.62322816E9	8.7650419E8	3.62322816E9	
ENSG00000164104.11_911_1501	ENSG00000164104.11_911_1501			197	62.40				1.0000	0.9990	21	281	278	281	131	150	130	148	131	150	1.99900037E10	7.4598695E10	1.99900037E10	7.4598695E10	1.99900037E10	7.4598695E10	
ENSG00000164105.3_265_900	ENSG00000164105.3_265_900			212	37.30				1.0000	0.9990	9	25	25	25	9	16	9	16	9	16	5.6364518E8	1.08219174E9	5.6364518E8	1.08219174E9	5.6364518E8	1.08219174E9	
ENSG00000164109.13_341_955	ENSG00000164109.13_341_955			205	37.10				1.0000	0.9990	9	18	18	18	11	7	11	7	11	7	1.1849271E9	5.9958387E8	1.1849271E9	5.9958387E8	1.1849271E9	5.9958387E8	
ENSG00000164111.14_287_1246	ENSG00000164111.14_287_1246			320	88.80				1.0000	0.9990	40	514	514	514	247	267	247	267	247	267	7.0780174E10	1.11295783E11	7.0780174E10	1.11295783E11	7.0780174E10	1.11295783E11	
ENSG00000164114.18_265_2205	ENSG00000164114.18_265_2205			647	66.90				1.0000	0.9990	47	85	85	91	52	33	52	33	54	37	1.09127654E9	4.28249248E8	1.09127654E9	4.28249248E8	1.09127654E9	4.28249248E8	
ENSG00000164116.16_442_2511	ENSG00000164116.16_442_2511			690	28.40				1.0000	0.9990	16	28	28	28	11	17	11	17	11	17	7.3089088E8	5.1099408E8	7.3089088E8	5.1099408E8	7.3089088E8	5.1099408E8	
ENSG00000164117.13_246_752	ENSG00000164117.13_246_752			169	40.80				1.0000	0.9990	6	2	2	8	1	1	1	1	4	4	0.0	0.0	0.0	0.0	1.00951168E8	0.0	
ENSG00000164117.13_864_1820	ENSG00000164117.13_864_1820			319	35.70				1.0000	0.9990	10	15	9	15	8	7	5	4	8	7	1.00951168E8	0.0	0.0	0.0	1.00951168E8	0.0	
ENSG00000164118.12_415_1584	ENSG00000164118.12_415_1584			390	59.20				1.0000	0.9990	23	45	45	45	25	20	25	20	25	20	1.06918451E9	1.03444262E9	1.06918451E9	1.03444262E9	1.06918451E9	1.03444262E9	
ENSG00000164120.13_448_1245	ENSG00000164120.13_448_1245			266	54.10				1.0000	0.9990	11	16	16	16	7	9	7	9	7	9	1.77521328E8	8.3101811E8	1.77521328E8	8.3101811E8	1.77521328E8	8.3101811E8	
ENSG00000164125.15_404_1396	ENSG00000164125.15_404_1396			331	47.70				1.0000	0.9990	15	12	12	33	6	6	6	6	16	17	0.0	0.0	0.0	0.0	8.0658656E8	2.47727696E8	
ENSG00000164125.15_408_1964	ENSG00000164125.15_408_1964			519	39.30				1.0000	0.9990	20	32	11	32	17	15	7	4	17	15	8.0658656E8	2.47727696E8	2.56526944E8	1.43962336E8	8.0658656E8	2.47727696E8	
ENSG00000164128.6_533_1684	ENSG00000164128.6_533_1684			384	13.30				1.0000	0.9990	6	12	12	12	4	8	4	8	4	8	2.25041744E8	2.5967336E7	2.25041744E8	2.5967336E7	2.25041744E8	2.5967336E7	
ENSG00000164129.11_183_1517	ENSG00000164129.11_183_1517			445	27.60				1.0000	0.9990	11	15	15	15	9	6	9	6	9	6	7.5153816E7	4.0890468E7	7.5153816E7	4.0890468E7	7.5153816E7	4.0890468E7	
ENSG00000164142.15_786_3695	ENSG00000164142.15_786_3695			970	30.50				1.0000	0.9990	24	34	34	34	17	17	17	17	17	17	1.35742656E8	4.24773056E8	1.35742656E8	4.24773056E8	1.35742656E8	4.24773056E8	
ENSG00000164144.15_300_1418	ENSG00000164144.15_300_1418			373	82.30				1.0000	0.9990	32	125	125	125	60	65	60	65	60	65	6.0938593E9	1.35339571E10	6.0938593E9	1.35339571E10	6.0938593E9	1.35339571E10	
ENSG00000164151.11_226_7020	ENSG00000164151.11_226_7020			2265	38.30				1.0000	0.9990	78	125	125	125	59	66	59	66	59	66	4.6235197E9	1.26368461E9	4.6235197E9	1.26368461E9	4.6235197E9	1.26368461E9	
ENSG00000164162.12_319_873	ENSG00000164162.12_319_873			185	62.20				1.0000	0.9990	9	13	13	13	6	7	6	7	6	7	6.2379219E8	7.8461043E8	6.2379219E8	7.8461043E8	6.2379219E8	7.8461043E8	
ENSG00000164163.10_516_2312	ENSG00000164163.10_516_2312			599	75.10				1.0000	0.9990	54	182	182	182	88	94	88	94	88	94	5.5715615E9	8.8752558E9	5.5715615E9	8.8752558E9	5.5715615E9	8.8752558E9	
ENSG00000164164.15_277_3285	ENSG00000164164.15_277_3285			1003	49.90				1.0000	0.9990	47	83	83	83	47	36	47	36	47	36	1.07206541E9	2.20922854E9	1.07206541E9	2.20922854E9	1.07206541E9	2.20922854E9	
ENSG00000164168.7_575_1888	ENSG00000164168.7_575_1888			438	25.30				1.0000	0.9990	6	15	15	15	6	9	6	9	6	9	1.63262387E9	1.0652583E9	1.63262387E9	1.0652583E9	1.63262387E9	1.0652583E9	
ENSG00000164169.12_244_2778	ENSG00000164169.12_244_2778			845	46.40				1.0000	0.9990	35	64	64	64	37	27	37	27	37	27	9.617865E8	1.60275725E9	9.617865E8	1.60275725E9	9.617865E8	1.60275725E9	
ENSG00000164172.18_14_277	ENSG00000164172.18_14_277			88	37.50				1.0000	0.9990	3	14	14	14	7	7	7	7	7	7	1.76752013E9	1.03096998E9	1.76752013E9	1.03096998E9	1.76752013E9	1.03096998E9	
ENSG00000164175.14_496_1737	ENSG00000164175.14_496_1737			414	23.90				1.0000	0.9990	7	11	11	11	7	4	7	4	7	4	1.03330536E8	7.588028E7	1.03330536E8	7.588028E7	1.03330536E8	7.588028E7	
ENSG00000164176.12_13_1422	ENSG00000164176.12_13_1422			470	52.60				1.0000	0.9990	29	74	0	74	45	29	0	0	45	29	2.11219917E9	1.53357594E9	0.0	0.0	2.11219917E9	1.53357594E9	ENSG00000164176.12_420_1859
ENSG00000164180.13_177_1586	ENSG00000164180.13_177_1586			470	29.40				1.0000	0.9990	10	14	14	14	5	9	5	9	5	9	0.0	3.18007104E8	0.0	3.18007104E8	0.0	3.18007104E8	
ENSG00000164182.10_128_634	ENSG00000164182.10_128_634			169	63.90				1.0000	0.9990	12	44	44	44	27	17	27	17	27	17	4.0615895E9	7.1023155E9	4.0615895E9	7.1023155E9	4.0615895E9	7.1023155E9	
ENSG00000164187.6_464_2548	ENSG00000164187.6_464_2548			695	34.00				1.0000	0.9990	26	54	54	54	30	24	30	24	30	24	7.7801958E8	4.24809011E9	7.7801958E8	4.24809011E9	7.7801958E8	4.24809011E9	
ENSG00000164190.17_512_8911	ENSG00000164190.17_512_8911			2800	60.40				1.0000	0.9990	181	326	326	326	163	163	163	163	163	163	5.8514985E9	8.7964119E9	5.8514985E9	8.7964119E9	5.8514985E9	8.7964119E9	
ENSG00000164197.11_73_1848	ENSG00000164197.11_73_1848			592	40.40				1.0000	0.9990	23	28	28	28	18	10	18	10	18	10	3.64498432E8	3.20855872E8	3.64498432E8	3.20855872E8	3.64498432E8	3.20855872E8	
ENSG00000164199.16_124_19017	ENSG00000164199.16_124_19017			6298	20.60				1.0000	0.9990	87	143	143	143	82	61	82	61	82	61	1.34233997E9	3.37209426E10	1.34233997E9	3.37209426E10	1.34233997E9	3.37209426E10	
ENSG00000164209.16_127_1380	ENSG00000164209.16_127_1380			418	31.80				1.0000	0.9990	11	44	44	44	25	19	25	19	25	19	2.57232384E9	1.72975936E9	2.57232384E9	1.72975936E9	2.57232384E9	1.72975936E9	
ENSG00000164219.9_22_1152	ENSG00000164219.9_22_1152			377	58.90				1.0000	0.9990	22	56	56	56	34	22	34	22	34	22	7.9900436E9	2.99115059E9	7.9900436E9	2.99115059E9	7.9900436E9	2.99115059E9	
ENSG00000164221.12_289_1875	ENSG00000164221.12_289_1875			529	59.40				1.0000	0.9990	39	52	52	52	28	24	28	24	28	24	1.31545704E8	1.29457121E10	1.31545704E8	1.29457121E10	1.31545704E8	1.29457121E10	
ENSG00000164237.8_422_1156	ENSG00000164237.8_422_1156			245	62.40				1.0000	0.9990	19	92	92	92	43	49	43	49	43	49	5.1916769E9	9.1102495E9	5.1916769E9	9.1102495E9	5.1916769E9	9.1102495E9	
ENSG00000164244.20_192_1523	ENSG00000164244.20_192_1523			444	29.70				1.0000	0.9990	19	124	124	124	69	55	69	55	69	55	6.8664991E9	9.4108242E9	6.8664991E9	9.4108242E9	6.8664991E9	9.4108242E9	
ENSG00000164251.4_207_1397	ENSG00000164251.4_207_1397			397	29.20				1.0000	0.9990	9	12	12	12	8	4	8	4	8	4	1.62518176E8	1.18763088E8	1.62518176E8	1.18763088E8	1.62518176E8	1.18763088E8	
ENSG00000164252.12_383_2524	ENSG00000164252.12_383_2524			714	37.50				1.0000	0.9990	27	66	66	66	36	30	36	30	36	30	4.4603407E9	7.6452337E9	4.4603407E9	7.6452337E9	4.4603407E9	7.6452337E9	
ENSG00000164253.13_377_1753	ENSG00000164253.13_377_1753			459	49.90				1.0000	0.9990	21	39	39	39	14	25	14	25	14	25	5.3936915E8	1.04780026E9	5.3936915E8	1.04780026E9	5.3936915E8	1.04780026E9	
ENSG00000164258.11_29_553	ENSG00000164258.11_29_553			175	62.90				1.0000	0.9990	16	41	41	41	18	23	18	23	18	23	9.3461494E9	1.27527199E10	9.3461494E9	1.27527199E10	9.3461494E9	1.27527199E10	
ENSG00000164266.10_210_446	ENSG00000164266.10_210_446			79	55.70				1.0000	0.9990	6	105	105	105	48	57	48	57	48	57	4.6809166E10	3.2155433E10	4.6809166E10	3.2155433E10	4.6809166E10	3.2155433E10	
ENSG00000164284.14_111_785	ENSG00000164284.14_111_785			225	36.90				1.0000	0.9990	9	15	15	15	7	8	7	8	7	8	3.12491776E8	2.421368E8	3.12491776E8	2.421368E8	3.12491776E8	2.421368E8	
ENSG00000164291.16_206_1813	ENSG00000164291.16_206_1813			536	42.20				1.0000	0.9990	20	46	46	46	28	18	28	18	28	18	8.8569088E8	2.19458202E9	8.8569088E8	2.19458202E9	8.8569088E8	2.19458202E9	
ENSG00000164292.12_509_2341	ENSG00000164292.12_509_2341			611	27.20				1.0000	0.9990	12	19	19	19	11	8	11	8	11	8	1.6980983E9	1.2426752E8	1.6980983E9	1.2426752E8	1.6980983E9	1.2426752E8	
ENSG00000164294.13_76_702	ENSG00000164294.13_76_702			209	49.30				1.0000	0.9990	16	30	30	30	15	15	15	15	15	15	1.1283401E9	1.27888448E9	1.1283401E9	1.27888448E9	1.1283401E9	1.27888448E9	
ENSG00000164296.6_776_2338	ENSG00000164296.6_776_2338			521	44.30				1.0000	0.9990	26	34	34	34	18	16	18	16	18	16	1.97563008E8	2.38390195E9	1.97563008E8	2.38390195E9	1.97563008E8	2.38390195E9	
ENSG00000164300.16_158_1540	ENSG00000164300.16_158_1540			461	30.80				1.0000	0.9990	10	15	15	15	6	9	6	9	6	9	9.1251872E7	1.80357683E9	9.1251872E7	1.80357683E9	9.1251872E7	1.80357683E9	
ENSG00000164305.18_264_1094	ENSG00000164305.18_264_1094			277	64.30				1.0000	0.9990	25	149	149	149	73	76	73	76	73	76	3.95058125E9	3.1965696E9	3.95058125E9	3.1965696E9	3.95058125E9	3.1965696E9	
ENSG00000164306.10_322_1998	ENSG00000164306.10_322_1998			559	39.40				1.0000	0.9990	17	24	24	24	11	13	11	13	11	13	2.69717152E8	8.4206176E8	2.69717152E8	8.4206176E8	2.69717152E8	8.4206176E8	
ENSG00000164307.12_104_2890	ENSG00000164307.12_104_2890			929	57.10				1.0000	0.9990	56	188	188	188	88	100	88	100	88	100	3.96658944E9	8.3044122E9	3.96658944E9	8.3044122E9	3.96658944E9	8.3044122E9	
ENSG00000164308.16_754_3591	ENSG00000164308.16_754_3591			946	43.10				1.0000	0.9990	40	72	72	72	40	32	40	32	40	32	4.53020768E8	9.129737E8	4.53020768E8	9.129737E8	4.53020768E8	9.129737E8	
ENSG00000164323.12_121_1716	ENSG00000164323.12_121_1716			532	52.40				1.0000	0.9990	32	55	55	55	29	26	29	26	29	26	4.22422976E8	1.82722048E8	4.22422976E8	1.82722048E8	4.22422976E8	1.82722048E8	
ENSG00000164326.4_186_479	ENSG00000164326.4_186_479			98	60.20				1.0000	0.9990	5	8	8	8	3	5	3	5	3	5	2.12248928E8	4.47792704E8	2.12248928E8	4.47792704E8	2.12248928E8	4.47792704E8	
ENSG00000164329.13_406_1845	ENSG00000164329.13_406_1845			480	32.70				1.0000	0.9990	13	22	22	22	11	11	11	11	11	11	2.10575648E8	3.93805344E8	2.10575648E8	3.93805344E8	2.10575648E8	3.93805344E8	
ENSG00000164330.16_306_1895	ENSG00000164330.16_306_1895			530	27.00				1.0000	0.9990	21	31	9	31	17	14	5	4	17	14	7.4659226E8	4.8664368E8	0.0	6.3413427E8	7.4659226E8	4.8664368E8	
ENSG00000164331.9_738_1598	ENSG00000164331.9_738_1598			287	40.80				1.0000	0.9990	7	8	8	8	3	5	3	5	3	5	9.4740112E7	8.3476808E7	9.4740112E7	8.3476808E7	9.4740112E7	8.3476808E7	
ENSG00000164332.7_327_1280	ENSG00000164332.7_327_1280			318	67.00				1.0000	0.9990	31	110	110	110	62	48	62	48	62	48	1.77656576E9	3.03045402E9	1.77656576E9	3.03045402E9	1.77656576E9	3.03045402E9	
ENSG00000164338.9_256_1809	ENSG00000164338.9_256_1809			518	59.80				1.0000	0.9990	34	71	71	71	38	33	38	33	38	33	2.03970035E9	3.25802752E9	2.03970035E9	3.25802752E9	2.03970035E9	3.25802752E9	
ENSG00000164342.12_495_2816	ENSG00000164342.12_495_2816			774	19.10				1.0000	0.9990	12	14	14	14	6	8	6	8	6	8	2.34070576E8	2.77074656E8	2.34070576E8	2.77074656E8	2.34070576E8	2.77074656E8	
ENSG00000164346.9_493_1149	ENSG00000164346.9_493_1149			219	57.10				1.0000	0.9990	13	35	35	35	14	21	14	21	14	21	2.7072553E9	3.15851878E9	2.7072553E9	3.15851878E9	2.7072553E9	3.15851878E9	
ENSG00000164366.3_233_913	ENSG00000164366.3_233_913			227	47.60				1.0000	0.9990	12	20	20	20	9	11	9	11	9	11	4.72694336E8	5.7115642E8	4.72694336E8	5.7115642E8	4.72694336E8	5.7115642E8	
ENSG00000164405.10_142_387	ENSG00000164405.10_142_387			82	69.50				1.0000	0.9990	10	64	64	64	31	33	31	33	31	33	1.77001431E10	1.269171E10	1.77001431E10	1.269171E10	1.77001431E10	1.269171E10	
ENSG00000164414.17_85_1038	ENSG00000164414.17_85_1038			318	28.90				1.0000	0.9990	5	7	7	7	1	6	1	6	1	6	1.40640128E8	7.0453062E8	1.40640128E8	7.0453062E8	1.40640128E8	7.0453062E8	
ENSG00000164418.19_491_3166	ENSG00000164418.19_491_3166			892	30.00				1.0000	0.9990	25	45	42	45	23	22	23	19	23	22	2.61425584E8	5.9192838E8	2.61425584E8	5.27245792E8	2.61425584E8	5.9192838E8	
ENSG00000164434.11_321_716	ENSG00000164434.11_321_716			132	88.60				1.0000	0.9990	13	36	36	36	19	17	19	17	19	17	2.56635802E9	1.17719168E9	2.56635802E9	1.17719168E9	2.56635802E9	1.17719168E9	
ENSG00000164442.9_370_1026	ENSG00000164442.9_370_1026			219	32.40				1.0000	0.9990	4	4	4	4	1	3	1	3	1	3	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000164463.12_401_2236	ENSG00000164463.12_401_2236			612	21.40				1.0000	0.9990	15	31	31	31	15	16	15	16	15	16	8.386873E8	2.3355024E8	8.386873E8	2.3355024E8	8.386873E8	2.3355024E8	
ENSG00000164465.18_121_2265	ENSG00000164465.18_121_2265			715	39.70				1.0000	0.9990	27	44	44	44	26	18	26	18	26	18	4.15330496E8	2.35834096E8	4.15330496E8	2.35834096E8	4.15330496E8	2.35834096E8	
ENSG00000164466.12_255_1220	ENSG00000164466.12_255_1220			322	67.40				1.0000	0.9990	20	229	229	229	117	112	117	112	117	112	2.404002E10	2.32677253E10	2.404002E10	2.32677253E10	2.404002E10	2.32677253E10	
ENSG00000164483.16_610_2169	ENSG00000164483.16_610_2169			520	35.00				1.0000	0.9990	21	36	36	36	18	18	18	18	18	18	5.08050016E8	7.8758016E8	5.08050016E8	7.8758016E8	5.08050016E8	7.8758016E8	
ENSG00000164484.11_872_2344	ENSG00000164484.11_872_2344			491	54.20				1.0000	0.9990	27	51	51	51	32	19	32	19	32	19	2.02033203E9	9.4027176E7	2.02033203E9	9.4027176E7	2.02033203E9	9.4027176E7	
ENSG00000164488.11_90_2411	ENSG00000164488.11_90_2411			774	32.40				1.0000	0.9990	28	47	47	47	21	26	21	26	21	26	0.0	1.68692723E9	0.0	1.68692723E9	0.0	1.68692723E9	
ENSG00000164494.11_279_1475	ENSG00000164494.11_279_1475			399	59.10				1.0000	0.9990	20	43	24	43	27	16	15	9	27	16	1.22846362E9	1.28228224E9	1.09873958E9	1.39413914E9	1.22846362E9	1.28228224E9	
ENSG00000164506.14_1_3453	ENSG00000164506.14_1_3453			1151	51.40				1.0000	0.9990	51	120	116	120	64	56	62	54	64	56	1.78606874E9	1.83499558E9	2.06360666E9	1.39087821E9	1.78606874E9	1.83499558E9	
ENSG00000164535.14_180_2186	ENSG00000164535.14_180_2186			669	32.70				1.0000	0.9990	14	31	31	31	13	18	13	18	13	18	4.3548448E8	7.8721126E8	4.3548448E8	7.8721126E8	4.3548448E8	7.8721126E8	
ENSG00000164542.12_262_1812	ENSG00000164542.12_262_1812			517	36.80				1.0000	0.9990	18	24	24	24	14	10	14	10	14	10	1.10770984E8	3.5180848E8	1.10770984E8	3.5180848E8	1.10770984E8	3.5180848E8	
ENSG00000164543.5_453_1421	ENSG00000164543.5_453_1421			323	34.70				1.0000	0.9990	10	14	14	14	6	8	6	8	6	8	1.87080192E8	1.22506992E8	1.87080192E8	1.22506992E8	1.87080192E8	1.22506992E8	
ENSG00000164548.10_218_394	ENSG00000164548.10_218_394			59	20.30				1.0000	0.9990	2	3	3	3	3	0	3	0	3	0	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000164587.11_274_726	ENSG00000164587.11_274_726			151	56.30				1.0000	0.9990	12	134	134	134	67	67	67	67	67	67	2.13155901E10	2.50924442E10	2.13155901E10	2.50924442E10	2.13155901E10	2.50924442E10	
ENSG00000164588.6_686_2911	ENSG00000164588.6_686_2911			742	32.90				1.0000	0.9990	20	25	25	43	15	10	15	10	28	15	6.1624173E8	2.14746848E8	6.1624173E8	2.14746848E8	7.6764147E8	1.01091544E8	
ENSG00000164597.13_619_3105	ENSG00000164597.13_619_3105			829	58.40				1.0000	0.9990	54	135	135	135	80	55	80	55	80	55	9.086327E8	2.68477645E9	9.086327E8	2.68477645E9	9.086327E8	2.68477645E9	
ENSG00000164603.11_167_1381	ENSG00000164603.11_167_1381			405	30.40				1.0000	0.9990	15	20	20	20	14	6	14	6	14	6	2.23981338E9	0.0	2.23981338E9	0.0	2.23981338E9	0.0	
ENSG00000164609.9_389_2146	ENSG00000164609.9_389_2146			586	63.50				1.0000	0.9990	38	71	71	71	46	25	46	25	46	25	2.07686234E9	4.60501088E8	2.07686234E9	4.60501088E8	2.07686234E9	4.60501088E8	
ENSG00000164610.8_19_681	ENSG00000164610.8_19_681			221	56.10				1.0000	0.9990	18	28	28	28	15	13	15	13	15	13	5.15278752E8	1.05526957E9	5.15278752E8	1.05526957E9	5.15278752E8	1.05526957E9	
ENSG00000164611.12_82_687	ENSG00000164611.12_82_687			202	34.20				1.0000	0.9990	10	14	14	14	9	5	9	5	9	5	8.1195968E8	0.0	8.1195968E8	0.0	8.1195968E8	0.0	
ENSG00000164615.4_130_1008	ENSG00000164615.4_130_1008			293	64.80				1.0000	0.9990	22	46	46	46	31	15	31	15	31	15	1.03590707E9	2.5395177E9	1.03590707E9	2.5395177E9	1.03590707E9	2.5395177E9	
ENSG00000164619.8_375_2429	ENSG00000164619.8_375_2429			685	29.20				1.0000	0.9990	21	30	30	30	13	17	13	17	13	17	2.35416672E8	1.19812296E8	2.35416672E8	1.19812296E8	2.35416672E8	1.19812296E8	
ENSG00000164626.8_340_1836	ENSG00000164626.8_340_1836			499	23.60				1.0000	0.9990	13	28	28	28	10	18	10	18	10	18	1.89854768E8	7.8659558E8	1.89854768E8	7.8659558E8	1.89854768E8	7.8659558E8	
ENSG00000164627.17_26_2383	ENSG00000164627.17_26_2383			786	42.50				1.0000	0.9990	30	39	39	46	20	19	20	19	24	22	0.0	9.489328E8	0.0	9.489328E8	1.36557005E9	2.71482317E9	
ENSG00000164631.18_543_2633	ENSG00000164631.18_543_2633			697	35.30				1.0000	0.9990	23	30	30	30	19	11	19	11	19	11	1.15948083E9	3.86397632E8	1.15948083E9	3.86397632E8	1.15948083E9	3.86397632E8	
ENSG00000164638.10_231_1751	ENSG00000164638.10_231_1751			507	29.40				1.0000	0.9990	9	13	13	13	10	3	10	3	10	3	3.21904832E8	2.05279216E8	3.21904832E8	2.05279216E8	3.21904832E8	2.05279216E8	
ENSG00000164647.8_246_1217	ENSG00000164647.8_246_1217			324	13.30				1.0000	0.9990	6	8	8	8	3	5	3	5	3	5	3.7868744E7	1.09227672E8	3.7868744E7	1.09227672E8	3.7868744E7	1.09227672E8	
ENSG00000164649.19_183_1304	ENSG00000164649.19_183_1304			374	51.90				1.0000	0.9990	18	20	20	20	10	10	10	10	10	10	0.0	4.57615712E8	0.0	4.57615712E8	0.0	4.57615712E8	
ENSG00000164654.15_422_3046	ENSG00000164654.15_422_3046			875	76.30				1.0000	0.9990	57	117	117	117	56	61	56	61	56	61	1.68116326E9	2.20352435E9	1.68116326E9	2.20352435E9	1.68116326E9	2.20352435E9	
ENSG00000164659.14_187_3273	ENSG00000164659.14_187_3273			1029	36.50				1.0000	0.9990	30	41	41	41	22	19	22	19	22	19	1.20128666E9	5.13491488E8	1.20128666E9	5.13491488E8	1.20128666E9	5.13491488E8	
ENSG00000164675.10_578_2950	ENSG00000164675.10_578_2950			791	37.50				1.0000	0.9990	25	39	39	39	23	16	23	16	23	16	1.08183312E8	3.22670912E8	1.08183312E8	3.22670912E8	1.08183312E8	3.22670912E8	
ENSG00000164683.16_201_1112	ENSG00000164683.16_201_1112			304	25.70				1.0000	0.9990	7	8	8	9	3	5	3	5	4	5	1.51775456E8	0.0	1.51775456E8	0.0	1.51775456E8	0.0	
ENSG00000164690.7_152_1537	ENSG00000164690.7_152_1537			462	33.80				1.0000	0.9990	17	18	18	31	11	7	11	7	19	12	6.1971059E8	0.0	6.1971059E8	0.0	5.3171763E9	1.53199728E8	
ENSG00000164692.17_472_4569	ENSG00000164692.17_472_4569			1366	66.70				1.0000	0.9990	81	198	197	202	125	73	124	73	125	77	3.73990963E9	1.47706342E9	3.73990963E9	1.47706342E9	3.73990963E9	1.47706342E9	
ENSG00000164708.5_80_817	ENSG00000164708.5_80_817			246	67.90				1.0000	0.9990	22	253	253	253	138	115	138	115	138	115	8.2237841E10	4.7156044E10	8.2237841E10	4.7156044E10	8.2237841E10	4.7156044E10	
